RAJ2h,RAJ2m,RAJ2s,DEJ2d,DEJ2m,DEJ2s,dSph,Name,FeH,eFeH
10,08,33.0800,+12,11,14.700,LeoI,31816,-1.93,0.15
10,08,33.0900,+12,23,57.400,LeoI,22202,-1.60,0.12
10,08,33.2300,+12,15,21.100,LeoI,31801,-1.34,0.11
10,08,33.2400,+12,14,23.300,LeoI,31799,-1.65,0.11
10,08,33.3500,+12,18,09.500,LeoI,31789,-1.25,0.12
10,08,33.4800,+12,20,34.500,LeoI,22143,-1.26,0.12
10,08,33.5300,+12,17,21.900,LeoI,31771,-1.12,0.11
10,08,33.6300,+12,14,21.600,LeoI,31752,-1.37,0.12
10,08,33.6500,+12,16,07.100,LeoI,31750,-1.51,0.12
10,08,33.6600,+12,15,40.900,LeoI,31748,-1.18,0.11
10,08,33.8900,+12,16,25.000,LeoI,31719,-1.57,0.12
10,08,33.9400,+12,15,14.400,LeoI,31717,-1.43,0.11
10,08,33.9700,+12,19,23.000,LeoI,22059,-1.58,0.14
10,08,34.0300,+12,17,21.500,LeoI,31707,-1.41,0.11
10,08,34.0900,+12,18,37.800,LeoI,22037,-1.38,0.11
10,08,34.0900,+12,20,04.000,LeoI,22040,-0.64,0.14
10,08,34.2100,+12,20,27.100,LeoI,22023,-1.26,0.12
10,08,34.2700,+12,18,59.500,LeoI,22009,-1.25,0.13
10,08,34.3300,+12,19,15.100,LeoI,22001,-1.68,0.22
10,08,34.3400,+12,19,18.600,LeoI,21999,-1.53,0.15
10,08,34.3700,+12,14,41.000,LeoI,31663,-1.74,0.12
10,08,34.3700,+12,17,53.900,LeoI,31669,-1.84,0.13
10,08,34.4300,+12,21,23.000,LeoI,21993,-1.48,0.12
10,08,34.4400,+12,18,56.600,LeoI,21987,-1.38,0.12
10,08,34.4400,+12,20,06.500,LeoI,21989,-1.26,0.12
10,08,34.5300,+12,16,47.800,LeoI,31655,-1.33,0.14
10,08,34.6400,+12,17,16.600,LeoI,31636,-1.22,0.11
10,08,34.6800,+12,19,11.400,LeoI,21961,-1.24,0.12
10,08,34.6900,+12,18,54.200,LeoI,21958,-1.56,0.12
10,08,34.7200,+12,15,38.300,LeoI,31621,-1.46,0.11
10,08,34.7500,+12,17,16.400,LeoI,31618,-1.14,0.11
10,08,34.7800,+12,18,44.900,LeoI,21942,-1.15,0.11
10,08,34.8200,+12,17,48.400,LeoI,31610,-1.08,0.11
10,08,34.8300,+12,10,59.600,LeoI,31598,-1.44,0.12
10,08,34.8400,+12,16,50.100,LeoI,31608,-1.44,0.12
10,08,34.8700,+12,23,11.700,LeoI,21936,-1.54,0.13
10,08,34.9300,+12,16,52.000,LeoI,31595,-1.76,0.15
10,08,34.9300,+12,19,39.000,LeoI,21926,-1.18,0.11
10,08,35.1200,+12,18,01.600,LeoI,31576,-1.58,0.12
10,08,35.3100,+12,17,05.000,LeoI,31551,-1.44,0.14
10,08,35.4500,+12,19,40.700,LeoI,21858,-1.37,0.14
10,08,35.4600,+12,16,30.400,LeoI,31530,-2.05,0.19
10,08,35.5100,+12,23,21.800,LeoI,21854,-3.30,0.45
10,08,35.5300,+12,16,59.100,LeoI,31528,-1.23,0.11
10,08,35.5400,+12,18,15.300,LeoI,31526,-1.32,0.13
10,08,35.5700,+12,17,47.900,LeoI,31529,-1.56,0.14
10,08,35.5900,+12,15,27.500,LeoI,31514,-1.22,0.11
10,08,35.6100,+12,17,08.200,LeoI,31513,-1.69,0.12
10,08,35.6300,+12,20,38.600,LeoI,21843,-1.16,0.13
10,08,35.7000,+12,21,52.200,LeoI,21833,-1.06,0.11
10,08,35.7100,+12,16,42.600,LeoI,31501,-1.11,0.11
10,08,35.7600,+12,17,35.500,LeoI,31498,-1.32,0.14
10,08,35.7900,+12,22,51.400,LeoI,21820,-1.47,0.13
10,08,35.8900,+12,15,51.100,LeoI,31482,-1.29,0.11
10,08,36.0400,+12,19,28.300,LeoI,21785,-1.57,0.19
10,08,36.0600,+12,20,00.700,LeoI,21779,-1.43,0.13
10,08,36.1000,+12,17,40.500,LeoI,31462,-1.59,0.12
10,08,36.2200,+12,17,17.200,LeoI,31452,-1.42,0.11
10,08,36.2700,+12,13,43.000,LeoI,31441,-1.96,0.13
10,08,36.2700,+12,20,04.800,LeoI,21755,-1.35,0.12
10,08,36.5700,+12,19,02.400,LeoI,21722,-1.32,0.14
10,08,36.6400,+12,22,55.100,LeoI,21715,-1.36,0.11
10,08,36.6700,+12,18,38.100,LeoI,21712,-1.70,0.12
10,08,36.7300,+12,17,15.300,LeoI,31400,-1.60,0.14
10,08,36.8200,+12,17,42.300,LeoI,31391,-1.63,0.11
10,08,36.8500,+12,18,01.300,LeoI,31386,-1.94,0.14
10,08,36.9100,+12,20,11.400,LeoI,21673,-1.05,0.11
10,08,36.9300,+12,20,11.500,LeoI,21673,-1.26,0.11
10,08,36.9300,+12,16,00.200,LeoI,31376,-1.51,0.11
10,08,36.9500,+12,15,57.400,LeoI,31374,-1.55,0.11
10,08,37.0400,+12,16,56.200,LeoI,31366,-1.45,0.11
10,08,37.0900,+12,18,00.200,LeoI,31364,-1.36,0.12
10,08,37.1100,+12,18,13.300,LeoI,31360,-1.16,0.11
10,08,37.1100,+12,19,42.500,LeoI,21647,-1.19,0.12
10,08,37.1500,+12,16,27.700,LeoI,31357,-1.44,0.12
10,08,37.1900,+12,22,23.700,LeoI,21634,-1.80,0.17
10,08,37.2200,+12,18,11.700,LeoI,31348,-0.71,0.12
10,08,37.2800,+12,17,09.200,LeoI,31336,-1.47,0.12
10,08,37.2900,+12,20,12.000,LeoI,21617,-1.10,0.11
10,08,37.3200,+12,12,37.700,LeoI,31324,-1.39,0.11
10,08,37.3900,+12,22,28.800,LeoI,21604,-2.05,0.12
10,08,37.4000,+12,18,15.100,LeoI,31321,-1.57,0.14
10,08,37.4500,+12,17,45.300,LeoI,31313,-1.44,0.12
10,08,37.4600,+12,18,50.000,LeoI,21598,-1.10,0.11
10,08,37.5000,+12,15,21.900,LeoI,31304,-1.33,0.11
10,08,37.6200,+12,18,54.200,LeoI,21582,-1.32,0.13
10,08,37.6600,+12,19,49.600,LeoI,21580,-0.92,0.12
10,08,37.7600,+12,13,26.800,LeoI,31275,-1.43,0.13
10,08,37.8700,+12,14,04.800,LeoI,31264,-1.60,0.12
10,08,37.9000,+12,12,13.900,LeoI,31257,-2.16,0.18
10,08,37.9100,+12,21,51.000,LeoI,21549,-1.56,0.15
10,08,37.9500,+12,17,45.400,LeoI,31260,-1.62,0.12
10,08,38.0000,+12,16,57.400,LeoI,31252,-1.55,0.15
10,08,38.0100,+12,15,36.400,LeoI,31251,-1.37,0.12
10,08,38.0600,+12,21,09.600,LeoI,21536,-1.11,0.12
10,08,38.1600,+12,16,42.600,LeoI,31238,-1.88,0.15
10,08,38.2800,+12,20,52.300,LeoI,21513,-1.72,0.13
10,08,38.3100,+12,20,08.700,LeoI,21506,-1.59,0.14
10,08,38.3600,+12,15,44.600,LeoI,31217,-1.23,0.11
10,08,38.3600,+12,13,20.500,LeoI,31214,-1.37,0.11
10,08,38.4900,+12,18,56.800,LeoI,21487,-1.23,0.13
10,08,38.6200,+12,23,37.000,LeoI,21477,-2.12,0.19
10,08,38.6300,+12,18,51.800,LeoI,21472,-1.16,0.12
10,08,38.6800,+12,18,05.200,LeoI,31194,-1.29,0.11
10,08,38.9800,+12,20,31.300,LeoI,21429,-1.21,0.12
10,08,38.9900,+12,18,56.700,LeoI,21427,-1.21,0.12
10,08,38.9900,+12,15,20.100,LeoI,31161,-1.31,0.11
10,08,39.0000,+12,20,41.100,LeoI,21426,-1.09,0.12
10,08,39.0100,+12,17,35.400,LeoI,31162,-3.30,0.18
10,08,39.0300,+12,22,45.100,LeoI,21423,-1.34,0.13
10,08,39.1800,+12,19,18.100,LeoI,21406,-1.03,0.11
10,08,39.1800,+12,18,09.900,LeoI,31150,-1.10,0.12
10,08,39.2200,+12,16,03.400,LeoI,31144,-1.10,0.12
10,08,39.2700,+12,17,08.500,LeoI,31141,-1.10,0.11
10,08,39.3300,+12,19,34.300,LeoI,21384,-1.71,0.21
10,08,39.3600,+12,17,23.500,LeoI,31135,-1.40,0.11
10,08,39.3900,+12,17,23.800,LeoI,31135,-1.35,0.11
10,08,39.4000,+12,20,05.700,LeoI,21376,-0.64,0.11
10,08,39.4300,+12,18,10.900,LeoI,31129,-1.44,0.12
10,08,39.5600,+12,22,39.300,LeoI,21360,-1.48,0.15
10,08,39.6100,+12,17,17.600,LeoI,31113,-1.70,0.31
10,08,39.6200,+12,17,19.700,LeoI,31111,-1.10,0.11
10,08,39.6600,+12,15,13.600,LeoI,31107,-1.51,0.11
10,08,39.7000,+12,14,25.300,LeoI,31102,-1.40,0.12
10,08,39.7100,+12,20,42.800,LeoI,21340,-1.53,0.12
10,08,39.7400,+12,20,31.600,LeoI,21337,-1.45,0.12
10,08,39.7600,+12,19,17.100,LeoI,21334,-1.39,0.13
10,08,39.7600,+12,17,10.200,LeoI,31099,-1.43,0.12
10,08,39.7800,+12,16,09.200,LeoI,31097,-1.60,0.12
10,08,39.8100,+12,21,26.300,LeoI,21328,-1.44,0.12
10,08,39.8300,+12,21,20.300,LeoI,21326,-1.18,0.12
10,08,40.0600,+12,18,47.000,LeoI,21298,-1.24,0.11
10,08,40.1700,+12,18,52.300,LeoI,21281,-0.88,0.12
10,08,40.4300,+12,16,37.800,LeoI,31045,-1.08,0.11
10,08,40.5000,+12,16,54.700,LeoI,31036,-1.80,0.13
10,08,40.5800,+12,19,40.600,LeoI,21243,-1.34,0.12
10,08,40.5800,+12,19,02.700,LeoI,21239,-1.36,0.11
10,08,40.6200,+12,21,18.200,LeoI,21236,-0.97,0.11
10,08,40.6200,+12,20,38.600,LeoI,21237,-1.31,0.19
10,08,40.7300,+12,16,33.700,LeoI,31018,-1.37,0.13
10,08,40.8000,+12,23,24.200,LeoI,21213,-1.20,0.12
10,08,40.8700,+12,17,39.000,LeoI,31012,-1.95,0.15
10,08,40.9200,+12,18,06.400,LeoI,31007,-1.38,0.11
10,08,40.9500,+12,18,06.700,LeoI,31007,-1.55,0.11
10,08,41.1100,+12,20,14.800,LeoI,21181,-1.66,0.12
10,08,41.2100,+12,17,44.900,LeoI,30981,-1.19,0.12
10,08,41.2200,+12,18,11.800,LeoI,30980,-1.35,0.12
10,08,41.2200,+12,17,47.400,LeoI,30978,-1.28,0.11
10,08,41.2300,+12,16,03.100,LeoI,30975,-1.06,0.16
10,08,41.2700,+12,19,56.500,LeoI,21158,-1.63,0.11
10,08,41.2900,+12,15,44.700,LeoI,30972,-1.59,0.12
10,08,41.3100,+12,12,47.700,LeoI,30964,-1.38,0.12
10,08,41.3800,+12,14,30.400,LeoI,30957,-2.08,0.18
10,08,41.3900,+12,20,15.700,LeoI,21147,-1.61,0.15
10,08,41.4100,+12,21,29.200,LeoI,21145,-1.39,0.13
10,08,41.4700,+12,25,05.200,LeoI,21142,-1.82,0.14
10,08,41.4700,+12,16,34.000,LeoI,30956,-1.60,0.18
10,08,41.5400,+12,20,27.000,LeoI,21133,-1.33,0.11
10,08,41.5500,+12,19,33.900,LeoI,21131,-1.17,0.12
10,08,41.6500,+12,14,29.200,LeoI,30947,-1.29,0.12
10,08,41.6600,+12,20,48.600,LeoI,21121,-1.32,0.12
10,08,41.7000,+12,19,03.000,LeoI,21116,-1.23,0.12
10,08,41.7300,+12,18,21.500,LeoI,30944,-1.54,0.12
10,08,41.7700,+12,21,37.100,LeoI,21109,-1.57,0.14
10,08,41.7900,+12,17,15.300,LeoI,30941,-1.50,0.12
10,08,41.8500,+12,23,23.300,LeoI,21104,-1.43,0.13
10,08,41.8900,+12,08,48.800,LeoI,40296,-1.25,0.12
10,08,41.9100,+12,15,34.600,LeoI,30925,-1.01,0.11
10,08,41.9100,+12,18,39.500,LeoI,21093,-1.25,0.12
10,08,42.0800,+12,18,18.700,LeoI,30919,-1.38,0.11
10,08,42.1100,+12,15,08.900,LeoI,30913,-1.65,0.12
10,08,42.1400,+12,19,53.400,LeoI,21080,-1.23,0.16
10,08,42.1500,+12,18,59.700,LeoI,21074,-1.95,0.13
10,08,42.2800,+12,16,41.300,LeoI,30904,-1.06,0.12
10,08,42.4800,+12,17,50.500,LeoI,30892,-1.31,0.12
10,08,42.4900,+12,23,06.200,LeoI,21049,-1.40,0.12
10,08,42.5100,+12,19,47.900,LeoI,21047,-1.75,0.14
10,08,42.5200,+12,18,04.900,LeoI,30891,-0.99,0.12
10,08,42.8500,+12,20,25.600,LeoI,21017,-1.26,0.11
10,08,42.9200,+12,18,52.600,LeoI,21006,-1.17,0.15
10,08,42.9600,+12,19,55.700,LeoI,21005,-1.37,0.12
10,08,42.9700,+12,18,10.800,LeoI,30854,-2.57,0.12
10,08,43.1700,+12,19,25.200,LeoI,20987,-1.63,0.11
10,08,43.1900,+12,10,41.100,LeoI,30827,-1.78,0.15
10,08,43.3200,+12,21,23.600,LeoI,20982,-1.61,0.12
10,08,43.5900,+12,19,21.900,LeoI,20958,-1.31,0.12
10,08,43.6200,+12,16,52.200,LeoI,30806,-1.51,0.13
10,08,43.6300,+12,25,08.000,LeoI,20956,-1.72,0.12
10,08,43.6400,+12,19,17.600,LeoI,20954,-1.29,0.11
10,08,43.7300,+12,19,57.800,LeoI,20945,-1.32,0.11
10,08,43.7600,+12,22,10.100,LeoI,20943,-1.45,0.13
10,08,43.7900,+12,17,23.000,LeoI,30798,-1.48,0.14
10,08,43.9200,+12,22,20.800,LeoI,20928,-1.44,0.12
10,08,43.9500,+12,16,33.800,LeoI,30787,-1.29,0.15
10,08,43.9600,+12,17,57.500,LeoI,30789,-1.22,0.16
10,08,44.0500,+12,18,14.600,LeoI,30777,-2.49,0.12
10,08,44.0900,+12,17,06.000,LeoI,30773,-1.26,0.12
10,08,44.3000,+12,19,56.300,LeoI,20898,-1.70,0.11
10,08,44.3900,+12,20,11.100,LeoI,20891,-1.16,0.12
10,08,44.5100,+12,19,56.300,LeoI,20885,-1.65,0.15
10,08,44.5500,+12,22,19.100,LeoI,20882,-1.78,0.13
10,08,44.5800,+12,17,22.800,LeoI,30739,-1.57,0.11
10,08,44.5900,+12,10,34.000,LeoI,30728,-1.41,0.11
10,08,44.6000,+12,17,10.600,LeoI,30736,-1.32,0.14
10,08,44.6300,+12,13,02.400,LeoI,30729,-1.79,0.15
10,08,44.6400,+12,18,56.200,LeoI,20871,-1.49,0.17
10,08,44.7000,+12,20,20.800,LeoI,20868,-1.56,0.11
10,08,44.9600,+12,24,19.500,LeoI,20852,-1.65,0.12
10,08,44.9700,+12,16,51.200,LeoI,30718,-1.55,0.12
10,08,45.1000,+12,24,07.600,LeoI,20839,-1.34,0.15
10,08,45.1100,+12,17,33.600,LeoI,30710,-1.38,0.12
10,08,45.2200,+12,17,57.500,LeoI,30703,-1.51,0.11
10,08,45.3600,+12,19,16.800,LeoI,20823,-1.91,0.15
10,08,45.3900,+12,19,27.900,LeoI,20821,-0.39,0.11
10,08,45.4000,+12,16,02.100,LeoI,30691,-1.45,0.11
10,08,45.5200,+12,20,01.900,LeoI,20817,-1.21,0.12
10,08,45.5800,+12,18,19.200,LeoI,30682,-0.94,0.18
10,08,45.6500,+12,18,46.400,LeoI,20806,-1.33,0.13
10,08,45.6600,+12,16,13.800,LeoI,30676,-1.70,0.19
10,08,45.7300,+12,22,22.100,LeoI,20802,-1.73,0.12
10,08,45.7400,+12,21,52.800,LeoI,20799,-2.08,0.13
10,08,45.7900,+12,18,44.200,LeoI,20796,-1.62,0.15
10,08,45.8100,+12,18,55.000,LeoI,20795,-1.15,0.14
10,08,46.0800,+12,22,33.500,LeoI,20785,-1.36,0.11
10,08,46.1200,+12,20,34.200,LeoI,20783,-1.60,0.14
10,08,46.1400,+12,20,34.300,LeoI,20783,-1.34,0.14
10,08,46.2700,+12,19,52.500,LeoI,20775,-1.63,0.17
10,08,46.2700,+12,18,02.000,LeoI,30650,-1.96,0.13
10,08,46.4500,+12,14,43.200,LeoI,30639,-1.87,0.12
10,08,46.6300,+12,16,43.700,LeoI,30635,-2.03,0.12
10,08,46.7700,+12,15,57.800,LeoI,30627,-1.91,0.12
10,08,46.9200,+12,17,44.600,LeoI,30624,-1.36,0.14
10,08,47.1500,+12,16,15.000,LeoI,30616,-1.63,0.16
10,08,47.2600,+12,18,37.100,LeoI,20735,-1.07,0.11
10,08,47.3000,+12,16,11.300,LeoI,30612,-1.99,0.14
10,08,47.3800,+12,19,05.800,LeoI,20728,-2.17,0.14
10,08,47.3800,+12,16,28.400,LeoI,30608,-1.53,0.15
10,08,47.5200,+12,23,41.500,LeoI,20723,-1.79,0.12
10,08,47.5800,+12,23,57.300,LeoI,20721,-1.46,0.12
10,08,47.9600,+12,18,46.400,LeoI,20702,-1.71,0.16
10,08,47.9600,+12,14,42.600,LeoI,30591,-1.25,0.12
10,08,48.1200,+12,21,45.500,LeoI,20698,-1.78,0.17
10,08,48.2600,+12,15,24.500,LeoI,30582,-1.21,0.11
10,08,48.3400,+12,20,19.800,LeoI,20691,-2.76,0.18
10,08,48.3400,+12,20,29.700,LeoI,20689,-1.40,0.12
10,08,48.6200,+12,16,34.100,LeoI,30572,-1.26,0.12
10,08,48.7400,+12,22,00.500,LeoI,20668,-1.52,0.16
10,08,48.7900,+12,16,14.300,LeoI,30569,-1.21,0.12
10,08,48.8600,+12,21,27.400,LeoI,20664,-1.54,0.11
10,08,48.9500,+12,19,21.900,LeoI,20659,-1.99,0.18
10,08,49.1100,+12,16,09.100,LeoI,30555,-1.63,0.13
10,08,49.1900,+12,16,32.400,LeoI,30551,-1.12,0.12
10,08,49.2700,+12,21,21.700,LeoI,20644,-2.08,0.17
10,08,49.3700,+12,16,46.400,LeoI,30540,-1.31,0.13
10,08,49.4300,+12,17,13.900,LeoI,30538,-1.49,0.12
10,08,49.4500,+12,17,14.200,LeoI,30538,-1.50,0.12
10,08,49.4900,+12,21,15.700,LeoI,20640,-1.57,0.12
10,08,49.7800,+12,21,36.000,LeoI,20625,-1.45,0.11
10,08,49.8100,+12,18,42.200,LeoI,20624,-1.86,0.19
10,08,49.8500,+12,18,00.800,LeoI,30522,-1.60,0.12
10,08,49.8700,+12,18,01.200,LeoI,30522,-1.82,0.12
10,08,50.2100,+12,17,10.900,LeoI,30515,-1.23,0.12
10,08,50.2300,+12,17,23.300,LeoI,30514,-1.21,0.12
10,08,50.2500,+12,17,23.700,LeoI,30514,-1.18,0.13
10,08,50.4100,+12,18,57.100,LeoI,20598,-1.51,0.11
10,08,50.6900,+12,15,45.200,LeoI,30497,-1.95,0.12
10,08,50.6900,+12,14,53.700,LeoI,30496,-1.81,0.13
10,08,50.7100,+12,17,45.900,LeoI,30498,-1.47,0.12
10,08,50.8000,+12,17,41.500,LeoI,30492,-1.62,0.12
10,08,51.0400,+12,25,00.900,LeoI,20579,-1.65,0.13
10,08,51.0500,+12,18,52.600,LeoI,20575,-1.59,0.14
10,08,51.0900,+12,21,13.200,LeoI,20573,-2.10,0.15
10,08,51.1500,+12,14,36.800,LeoI,30480,-1.24,0.11
10,08,51.2300,+12,15,42.400,LeoI,30478,-2.00,0.14
10,08,51.2300,+12,23,23.200,LeoI,20566,-1.38,0.12
10,08,51.4000,+12,23,36.100,LeoI,20559,-1.61,0.12
10,08,51.4000,+12,24,43.100,LeoI,20558,-2.23,0.17
10,08,51.5400,+12,18,14.000,LeoI,30471,-1.48,0.12
10,08,51.6800,+12,20,06.200,LeoI,20551,-1.29,0.12
10,08,51.7500,+12,18,44.700,LeoI,20547,-1.40,0.11
10,08,52.0200,+12,17,57.000,LeoI,30456,-1.77,0.15
10,08,52.0800,+12,19,46.300,LeoI,20538,-1.39,0.13
10,08,52.2100,+12,18,49.800,LeoI,20532,-1.49,0.13
10,08,52.2200,+12,24,22.900,LeoI,20533,-1.09,0.12
10,08,52.5200,+12,20,54.200,LeoI,20518,-1.26,0.12
10,08,52.5700,+12,19,05.900,LeoI,20514,-1.67,0.12
10,08,52.7900,+12,19,49.100,LeoI,20506,-1.32,0.12
10,08,52.7900,+12,20,02.800,LeoI,20507,-1.33,0.12
10,08,52.8300,+12,14,25.600,LeoI,30439,-1.33,0.13
10,08,52.8700,+12,18,42.600,LeoI,20504,-1.62,0.12
10,08,53.1100,+12,15,20.100,LeoI,30429,-1.29,0.12
10,08,53.2100,+12,20,40.600,LeoI,20491,-1.44,0.12
10,08,53.3700,+12,19,06.400,LeoI,20483,-1.30,0.13
10,08,53.5300,+12,19,50.400,LeoI,20477,-1.92,0.12
10,08,53.5800,+12,18,05.300,LeoI,30420,-1.59,0.17
10,08,53.6400,+12,18,47.400,LeoI,20474,-1.30,0.12
10,08,53.7500,+12,22,12.500,LeoI,20471,-1.36,0.12
10,08,53.7700,+12,17,55.800,LeoI,30414,-1.82,0.30
10,08,54.3600,+12,15,42.200,LeoI,30398,-1.80,0.12
10,08,54.4800,+12,20,13.600,LeoI,20450,-1.51,0.13
10,08,54.6000,+12,15,37.700,LeoI,30395,-1.17,0.27
10,08,54.7100,+12,19,34.200,LeoI,20445,-1.45,0.14
10,08,54.9200,+12,22,39.900,LeoI,20438,-0.95,0.13
10,08,54.9500,+12,17,44.000,LeoI,30387,-1.17,0.18
10,08,54.9800,+12,18,52.500,LeoI,20436,-1.32,0.12
10,08,55.1900,+12,16,50.600,LeoI,30382,-2.10,0.13
10,08,55.2700,+12,23,01.000,LeoI,20431,-1.29,0.11
10,08,55.3200,+12,20,18.100,LeoI,20428,-1.55,0.12
10,08,55.3700,+12,20,01.400,LeoI,20427,-1.54,0.11
10,08,55.4800,+12,17,21.000,LeoI,30374,-1.22,0.11
10,08,55.5100,+12,14,01.600,LeoI,30370,-1.41,0.11
10,08,56.1200,+12,16,32.100,LeoI,30355,-1.53,0.12
10,08,56.1800,+12,21,36.300,LeoI,20402,-1.30,0.12
10,08,56.6900,+12,17,32.300,LeoI,30337,-1.70,0.16
10,08,56.7700,+12,17,59.600,LeoI,30332,-2.54,0.14
10,08,56.8100,+12,18,01.400,LeoI,30331,-1.61,0.18
10,08,56.9200,+12,22,31.400,LeoI,20391,-1.59,0.11
10,08,57.4200,+12,17,20.300,LeoI,30320,-1.66,0.12
10,08,57.4800,+12,19,14.600,LeoI,20377,-1.65,0.12
10,08,57.6600,+12,19,23.000,LeoI,20372,-1.54,0.12
10,08,57.9700,+12,22,18.600,LeoI,20361,-1.09,0.12
10,08,58.1000,+12,21,03.800,LeoI,20359,-1.34,0.12
10,08,58.2500,+12,19,59.000,LeoI,20354,-1.70,0.13
10,08,58.3700,+12,15,44.400,LeoI,30292,-1.24,0.12
10,08,58.3700,+12,17,11.000,LeoI,30293,-1.77,0.15
10,08,58.4800,+12,16,17.500,LeoI,30290,-1.76,0.11
10,08,58.6800,+12,19,48.100,LeoI,20348,-0.96,0.13
10,08,58.7100,+12,18,36.400,LeoI,20345,-1.37,0.11
10,08,58.7400,+12,18,36.100,LeoI,20345,-1.36,0.11
10,08,58.7400,+12,20,13.700,LeoI,20346,-1.37,0.12
10,08,58.7800,+12,23,13.200,LeoI,20342,-1.83,0.12
10,08,58.7800,+12,24,01.200,LeoI,20343,-1.50,0.12
10,08,58.8600,+12,22,08.200,LeoI,20340,-1.56,0.12
10,08,58.9700,+12,22,00.600,LeoI,20335,-1.44,0.13
10,09,00.1700,+12,18,21.100,LeoI,30273,-2.29,0.12
10,09,00.6000,+12,16,41.300,LeoI,30268,-1.49,0.13
10,09,00.6400,+12,19,03.500,LeoI,20304,-1.66,0.13
10,09,00.7400,+12,15,48.600,LeoI,30265,-1.45,0.11
10,09,00.8100,+12,15,38.900,LeoI,30264,-1.46,0.13
10,09,00.9300,+12,19,35.200,LeoI,20299,-1.77,0.12
10,09,01.0300,+12,17,26.000,LeoI,30261,-1.74,0.18
10,09,01.0300,+12,16,22.300,LeoI,30260,-1.74,0.17
10,09,01.5600,+12,21,40.500,LeoI,20293,-2.20,0.12
10,09,02.0500,+12,16,43.000,LeoI,30242,-1.24,0.12
10,09,02.4000,+12,19,23.900,LeoI,20277,-1.44,0.15
10,09,02.4200,+12,19,23.700,LeoI,20277,-1.22,0.12
10,09,02.4500,+12,18,12.100,LeoI,30236,-1.72,0.13
10,09,03.1100,+12,21,37.000,LeoI,20266,-2.50,0.16
10,09,03.2600,+12,17,01.700,LeoI,30228,-2.47,0.24
10,09,04.1500,+12,19,28.600,LeoI,20250,-3.22,0.78
10,09,04.1600,+12,20,46.000,LeoI,20248,-1.58,0.11
10,09,04.3000,+12,19,59.400,LeoI,20244,-1.85,0.12
10,09,05.1500,+12,20,14.400,LeoI,20231,-1.65,0.11
10,09,05.1900,+12,19,56.500,LeoI,20230,-1.59,0.11
10,09,05.3300,+12,25,49.000,LeoI,20225,-1.48,0.13
10,09,07.4600,+12,18,38.700,LeoI,20198,-1.80,0.11
10,09,08.6500,+12,24,21.400,LeoI,20185,-1.66,0.11
10,09,10.0100,+12,18,05.200,LeoI,30156,-2.56,0.16
10,09,10.5400,+12,18,44.200,LeoI,20163,-2.37,0.22
10,09,11.7100,+12,15,11.500,LeoI,30139,-2.04,0.15
10,09,13.5200,+12,22,40.700,LeoI,20139,-1.41,0.11
10,09,13.7400,+12,17,22.600,LeoI,30123,-1.41,0.11
10,09,13.7700,+12,17,23.000,LeoI,30123,-1.46,0.12
10,09,14.8900,+12,18,35.000,LeoI,20129,-1.56,0.12
10,09,14.9400,+12,18,34.600,LeoI,20129,-1.62,0.12
10,09,15.8800,+12,17,18.500,LeoI,30102,-1.76,0.12
10,09,17.8500,+12,16,03.000,LeoI,30090,-1.61,0.14
10,09,18.5200,+12,16,44.100,LeoI,30082,-1.72,0.12
10,09,19.4000,+12,21,57.700,LeoI,20102,-1.20,0.11
10,09,19.5600,+12,21,22.000,LeoI,20100,-1.35,0.12
10,09,23.1200,+12,17,57.900,LeoI,30046,-1.60,0.11
10,09,25.9400,+12,18,08.100,LeoI,30033,-1.47,0.12
10,11,46.2800,-01,44,06.700,Sex,1788,-2.83,0.86
10,11,52.3100,-01,45,50.900,Sex,937,-2.21,0.17
10,11,55.7700,-01,45,46.100,Sex,2816,-0.80,0.31
10,11,56.6900,-01,42,39.000,Sex,1637,-1.90,0.23
10,11,57.8700,-01,46,55.500,Sex,302,-1.53,0.11
10,11,58.0700,-01,43,17.900,Sex,1965,-1.37,0.21
10,12,00.9600,-01,46,23.100,Sex,3136,-2.02,0.78
10,12,04.1400,-01,44,44.600,Sex,493,-2.87,0.16
10,12,05.3700,-01,45,42.800,Sex,1513,-1.74,0.19
10,12,09.5900,-01,45,24.300,Sex,2048,-1.63,0.23
10,12,16.1300,-01,45,47.900,Sex,212,-1.60,0.11
10,12,19.1100,-01,46,06.700,Sex,1578,-2.17,0.25
10,12,21.9900,-01,47,00.600,Sex,257,-2.19,0.11
10,12,23.2500,-01,47,36.100,Sex,878,-2.05,0.16
10,12,24.5600,-01,40,19.900,Sex,1948,-1.11,0.19
10,12,25.9300,-01,44,09.200,Sex,2787,-1.72,0.43
10,12,25.9700,-01,47,32.800,Sex,1023,-1.79,0.17
10,12,26.0100,-01,47,10.500,Sex,2356,-2.43,0.81
10,12,26.1700,-01,38,30.800,Sex,269,-2.09,0.12
10,12,26.9300,-01,44,31.400,Sex,531,-2.97,0.15
10,12,28.7800,-01,41,48.000,Sex,1313,-3.30,0.58
10,12,30.7600,-01,46,33.100,Sex,1228,-1.53,0.14
10,12,35.2500,-01,46,27.400,Sex,1487,-1.76,0.21
10,12,35.9300,-01,41,15.000,Sex,382,-1.95,0.12
10,12,37.3900,-01,49,04.900,Sex,191,-1.40,0.11
10,12,38.8800,-01,41,44.700,Sex,522,-1.81,0.18
10,12,39.1300,-01,40,18.000,Sex,647,-1.85,0.15
